site,monitor,date,start_hour,value,variable,units,quality,prelim,name,latitude,longitude,obs_type,monitoring_id,flag,time
50574,3490,10/6/2017,19,21,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/6/2017 19:00
50575,3490,10/6/2017,20,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/6/2017 20:00
50576,3490,10/6/2017,21,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/6/2017 21:00
50577,3490,10/6/2017,22,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/6/2017 22:00
50578,3490,10/6/2017,23,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/6/2017 23:00
50579,3490,10/7/2017,0,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 0:00
50580,3490,10/7/2017,1,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 1:00
50581,3490,10/7/2017,2,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 2:00
50582,3490,10/7/2017,3,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 3:00
50583,3490,10/7/2017,4,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 4:00
50584,3490,10/7/2017,5,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 5:00
50585,3490,10/7/2017,6,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 6:00
50586,3490,10/7/2017,7,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 7:00
50587,3490,10/7/2017,8,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 8:00
50588,3490,10/7/2017,9,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 9:00
50589,3490,10/7/2017,10,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 10:00
50590,3490,10/7/2017,11,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 11:00
50591,3490,10/7/2017,12,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 12:00
50592,3490,10/7/2017,13,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 13:00
50593,3490,10/7/2017,14,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 14:00
50594,3490,10/7/2017,15,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 15:00
50595,3490,10/7/2017,16,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 16:00
50596,3490,10/7/2017,17,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 17:00
50597,3490,10/7/2017,18,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 18:00
50598,3490,10/7/2017,19,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 19:00
50599,3490,10/7/2017,20,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 20:00
50600,3490,10/7/2017,21,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 21:00
50601,3490,10/7/2017,22,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 22:00
50602,3490,10/7/2017,23,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/7/2017 23:00
50603,3490,10/8/2017,0,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 0:00
50604,3490,10/8/2017,1,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 1:00
50605,3490,10/8/2017,2,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 2:00
50606,3490,10/8/2017,3,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 3:00
50607,3490,10/8/2017,4,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 4:00
50608,3490,10/8/2017,5,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 5:00
50609,3490,10/8/2017,6,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 6:00
50610,3490,10/8/2017,7,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 7:00
50611,3490,10/8/2017,8,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 8:00
50612,3490,10/8/2017,9,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 9:00
50613,3490,10/8/2017,10,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 10:00
50614,3490,10/8/2017,11,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 11:00
50615,3490,10/8/2017,12,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 12:00
50616,3490,10/8/2017,13,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 13:00
50617,3490,10/8/2017,14,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 14:00
50618,3490,10/8/2017,15,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 15:00
50619,3490,10/8/2017,16,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 16:00
50620,3490,10/8/2017,17,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 17:00
50621,3490,10/8/2017,18,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 18:00
50622,3490,10/8/2017,19,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 19:00
50623,3490,10/8/2017,20,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 20:00
50624,3490,10/8/2017,21,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 21:00
50625,3490,10/8/2017,22,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 22:00
50626,3490,10/8/2017,23,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/8/2017 23:00
50627,3490,10/9/2017,0,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 0:00
50628,3490,10/9/2017,1,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 1:00
50629,3490,10/9/2017,2,28,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 2:00
50630,3490,10/9/2017,3,32,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 3:00
50631,3490,10/9/2017,4,32,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),2,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 4:00
50632,3490,10/9/2017,5,21,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 5:00
50633,3490,10/9/2017,6,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 6:00
50634,3490,10/9/2017,7,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 7:00
50635,3490,10/9/2017,8,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 8:00
50636,3490,10/9/2017,9,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 9:00
50637,3490,10/9/2017,10,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 10:00
50638,3490,10/9/2017,11,30,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 11:00
50639,3490,10/9/2017,12,26,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 12:00
50640,3490,10/9/2017,13,23,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 13:00
50641,3490,10/9/2017,14,20,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 14:00
50642,3490,10/9/2017,15,20,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 15:00
50643,3490,10/9/2017,16,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 16:00
50644,3490,10/9/2017,17,24,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 17:00
50645,3490,10/9/2017,18,28,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 18:00
50646,3490,10/9/2017,19,26,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 19:00
50647,3490,10/9/2017,20,25,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 20:00
50648,3490,10/9/2017,21,20,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 21:00
50649,3490,10/9/2017,22,22,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 22:00
50650,3490,10/9/2017,23,22,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/9/2017 23:00
50651,3490,10/10/2017,0,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 0:00
50652,3490,10/10/2017,1,19,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 1:00
50653,3490,10/10/2017,2,20,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 2:00
50654,3490,10/10/2017,3,19,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 3:00
50655,3490,10/10/2017,4,22,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 4:00
50656,3490,10/10/2017,5,22,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 5:00
50657,3490,10/10/2017,6,25,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 6:00
50658,3490,10/10/2017,7,23,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 7:00
50659,3490,10/10/2017,8,24,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 8:00
50660,3490,10/10/2017,9,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 9:00
50661,3490,10/10/2017,10,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 10:00
50662,3490,10/10/2017,11,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 11:00
50663,3490,10/10/2017,12,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 12:00
50664,3490,10/10/2017,13,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 13:00
50665,3490,10/10/2017,15,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 15:00
50666,3490,10/10/2017,16,14,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 16:00
50667,3490,10/10/2017,17,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 17:00
50668,3490,10/10/2017,18,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 18:00
50669,3490,10/10/2017,19,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 19:00
50670,3490,10/10/2017,20,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 20:00
50671,3490,10/10/2017,21,20,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 21:00
50672,3490,10/10/2017,22,29,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 22:00
50673,3490,10/10/2017,23,31,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/10/2017 23:00
50674,3490,10/11/2017,0,30,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),2,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 0:00
50675,3490,10/11/2017,1,29,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),2,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 1:00
50676,3490,10/11/2017,2,28,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 2:00
50677,3490,10/11/2017,3,23,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 3:00
50678,3490,10/11/2017,4,29,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),2,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 4:00
50679,3490,10/11/2017,5,28,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 5:00
50680,3490,10/11/2017,6,22,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 6:00
50681,3490,10/11/2017,7,36,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 7:00
50682,3490,10/11/2017,8,37,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 8:00
50683,3490,10/11/2017,9,46,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 9:00
50684,3490,10/11/2017,10,56,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 10:00
50685,3490,10/11/2017,11,64,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 11:00
50686,3490,10/11/2017,12,56,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 12:00
50687,3490,10/11/2017,13,36,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 13:00
50688,3490,10/11/2017,14,24,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 14:00
50689,3490,10/11/2017,15,34,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 15:00
50690,3490,10/11/2017,16,30,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),2,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 16:00
50691,3490,10/11/2017,17,46,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 17:00
50692,3490,10/11/2017,18,23,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 18:00
50693,3490,10/11/2017,19,29,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 19:00
50694,3490,10/11/2017,20,46,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 20:00
50695,3490,10/11/2017,21,43,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),2,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 21:00
50696,3490,10/11/2017,22,51,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 22:00
50697,3490,10/11/2017,23,58,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),1,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/11/2017 23:00
50698,3490,10/12/2017,0,57,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 0:00
50699,3490,10/12/2017,1,57,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 1:00
50700,3490,10/12/2017,2,58,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 2:00
50701,3490,10/12/2017,3,50,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 3:00
50702,3490,10/12/2017,4,47,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 4:00
50703,3490,10/12/2017,5,52,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 5:00
50704,3490,10/12/2017,6,48,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),3,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 6:00
50705,3490,10/12/2017,7,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 7:00
50706,3490,10/12/2017,11,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 11:00
50707,3490,10/12/2017,12,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 12:00
50708,3490,10/12/2017,13,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 13:00
50709,3490,10/12/2017,14,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 14:00
50710,3490,10/12/2017,15,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 15:00
50711,3490,10/12/2017,16,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Livermore-793 Rincon Avenue,37.68,-121.78,H,NA,NA,10/12/2017 16:00
