Key,HYSPLIT,avg,max
LKW01,0.57195572,42.144464190291345,174.60463137660636
SRO02,1,42.52263956316114,186.00569811204753
ROH02,0.498154982,40.212457864399084,195.12847549885416
SRO09,0.730627306,43.069272572671444,197.92345013695626
SRO10,0.667896679,41.577188560820275,187.70462933604216
PTL04,0.498154982,42.15573920249002,193.56464043735588
