site,monitor,date,start_hour,value,variable,units,quality,prelim,name,latitude,longitude,obs_type,monitoring_id,flag 
2320,-,10/18/2017,9,32,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,10,34,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,11,21,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,12,26,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,13,23,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,14,23,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,15,24,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,16,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,17,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,18,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,19,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,20,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,21,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,22,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/18/2017,23,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,0,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,1,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,2,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,3,22,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,4,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,5,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,6,17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,7,16,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,10,19,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,11,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,12,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,13,20,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,14,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,15,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,16,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,17,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,18,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,19,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,20,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,21,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,22,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/19/2017,23,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,0,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,1,-3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,2,-6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,3,-2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,4,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,5,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,6,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,7,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,8,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,9,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,10,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,11,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,12,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,13,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,14,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,15,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,16,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,17,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,18,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,19,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,20,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,21,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,22,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/20/2017,23,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,0,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,1,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,2,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,3,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,4,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,5,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,6,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,7,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,8,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,9,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,10,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,11,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,12,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,13,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,14,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,15,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,16,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,17,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,18,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,19,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,20,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,21,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,22,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/21/2017,23,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,0,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,1,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,2,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,3,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,4,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,5,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,6,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,7,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,8,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,9,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,10,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,11,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,12,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,13,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,14,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,15,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,16,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,17,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,18,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,19,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,20,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,21,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,22,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/22/2017,23,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,0,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,1,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,2,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,3,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,4,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,5,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,6,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,7,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,8,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,9,15,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,10,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,11,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,12,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,13,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,14,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,15,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,16,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,17,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,18,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,19,9,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,20,10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,21,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,22,-1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/23/2017,23,-3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,0,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,1,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,2,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,3,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,4,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,5,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,6,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,7,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,9,18,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,10,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,11,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,12,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,13,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,14,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,15,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,16,2,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,17,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,18,11,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,19,6,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,20,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,21,5,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,22,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/24/2017,23,8,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/25/2017,0,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/25/2017,1,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/25/2017,2,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/25/2017,3,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/25/2017,4,0,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/25/2017,5,1,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/25/2017,6,3,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/25/2017,7,4,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/25/2017,8,7,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/25/2017,9,12,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
2320,-,10/25/2017,10,13,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Gilroy-9th Street,36.999722,-121.575279,H,, 
